!,,,,,,,,+++,---,,,,---,---,,,+++,,,,
@@,act_id,agent,action,act_object,act_target,start,end,site_information,narrative_time,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00978,P0276->AG0252,AT05,AW00140->W0589,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,SS00209->W0499,291,2,,,,en,2018-11-08,WH,2018-11-08->2020-04-04,WH->DP
->,A00979,P0276->AG0252,AT05,AW00141->W0590,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,SS00209->W0499,291,2,,,,en,2018-11-08,WH,2018-11-08->2020-04-04,WH->DP
->,A00980,P0276->AG0252,AT05,AW00142->W0591,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,SS00209->W0499,291,2,,,,en,2018-11-08,WH,2018-11-08->2020-04-04,WH->DP
->,A00981,P0276->AG0252,AT05,AW00143->W0592,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,SS00209->W0499,291,2,,,,en,2018-11-08,WH,2018-11-08->2020-04-04,WH->DP
->,A00982,P0276->AG0252,AT05,AW00144->W0593,,1974,1974,,,His friend Tang Ke watched it one time and told him about this movie.,SS00209->W0499,292,2,,,,en,2018-11-08,WH,2018-11-08->2020-04-04,WH->DP
->,A00983,P0215->AG0191,AT05,PS00509->W0286,,1976~,1976~,,,He bought it every period and read stories on it.,SS00156->W0478,337,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00984,P0137->AG0122,AT05,PS00535->W0312,,1974~,1974~,,,The author and his friends got some volumns of this magazine from a garbage collector and aquired many new knowledge of fine arts from them.,SS00163->W0485,353,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00985,P0130->AG0115,AT01,PS00536->W0313,,1972~,1972~,SP0156,,"After the Lin Biao Incident, the author custody was turned into labor rectification so that he could have more free time to learn colleage courses by himself and his mother sent him some original English texbooks about Modern Electronics and this one. ",SS00149->W0471,433,2,,,,en,2018-11-09,WH,2018-11-09->2021-01-09,WH->MG
->,A00986,P0132->AG0117,AT01,PS00537->W0314,,1969,1969,,,The author learned English with these sources brought by the co-learners of him.,SS00043->W0430,443,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00987,P0132->AG0117,AT01,PS00538->W0315,,1969,1969,SP0001,,"The author learned English with a teacher who worked in the library of the Shanghai Academy of Science and this textbook was described as  ""old brand imperialist ""by the author.->The author learned English with a teacher who worked in the library of the Shanghai Academy of Science  (SP0006) and this textbook was described as  ""old brand imperialist ""by the author.",SS00043->W0430,443,2,,,,en,2018-11-09,WH,2018-11-09->2021-01-09,WH->MG
->,A00988,P0132->AG0117,AT01,PS00539->W0316,,1969,1969,,,The author learned English with these sources brought by the co-learners of him.,SS00043->W0430,443,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00989,P0132->AG0117,AT01,PS00540->W0317,,"[1971,1972]","[1971,1972]",,,"The author started to learn French with an ""old three generations 老三届""teacher.",SS00043->W0430,445,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00990,P0132->AG0117,AT05,PS00541->W0318,,1969,1969,,,The People’s Daily announced the 'April Fifth Events' as a revolutionary action and published a commentary  article.,SS00043->W0430,450,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00991,P0132->AG0117,AT05,PS00542->W0319,,1976..1979,1976..1979,SP0003,,There was a bookstore in Fuzhou Road (PL0003) selling those confiscated books during CR so the author found many precious collections of foreign works there.->There was a bookstore in Fuzhou Road (SP0006) selling those confiscated books during CR so the author found many precious collections of foreign works there.,SS00043->W0430,454,2,,,,en,2018-11-09,WH,2018-11-09->2021-01-09,WH->MG
->,A00992,P0132->AG0117,AT05,PS00543->W0320,,1976..1979,1976..1979,,,The author felt that he had a lot of inspirations so that he wanted to create something(calligraphy and Poem) so he sent his works to this magazine but they were all rejected.,SS00043->W0430,453,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00993,P0133->AG0118,AT05,PS00543->W0320,,1979,1979,,,"The author happened to read the Poems of Bei Dao on this magazine and the one ""Response"" shocked him again.",SS00154->W0476,534,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00994,P0132->AG0117,AT05,PS00544->W0321,,1976..1979,1976..1979,SP0006,,The author borrowed this book from Huang Tianmin the director of translation department of Shanghai Film Studios.,SS00043->W0430,453,2,,,,en,2018-11-09,WH,2018-11-09->2021-01-09,WH->MG
->,A00995,P0132->AG0117,AT01,PS00545->W0322,,1976..1979,1976..1979,SP0001,,"The author found himself curious about everything, so he spent his time in Shanghai Municipal Library reading these books.->The author found himself curious about everything, so he spent his time in Shanghai Municipal Library (SP0006) reading these books.",SS00043->W0430,453,2,,,,en,2018-11-09,WH,2018-11-09->2021-01-09,WH->MG
->,A00996,P0132->AG0117,AT10,PS00546->W0323,,1976..1979,1976..1979,,,"The author published some translated chapters of Charlie Chaplin's autobiography on the magazine ""Foreign Films"" which was founded by Huang Tianmin.",SS00043->W0430,455,2,,,,en,2018-11-09,WH,2018-11-09->2020-04-04,WH->DP
->,A00997,P0136->AG0121,AT32,AW00145->W0594,,1970,1970,SP0075,,People focused on production during the day and then revolution for the night. Upon the beginning of the study session every night then they would sing this song together.,SS00110->W0437,496,2,,,,en,2018-11-10,WH,2018-11-19->2021-01-09,WH->MG
->,A00998,P0136->AG0121,AT05,AW00146->W0595,,197x,197x,SP0439,,The factory where the author worked established a propaganda team of Mao thoughts which performed revolutionary model opera like this.,SS00110->W0437,497,2,,,,en,2018-11-10,WH,2018-11-10->2021-01-09,WH->MG
->,A00999,P0362->AG0324,AT05,AW00147->W0596,,1967..1973,1967..1973,,,At that time girls wrapped their grown-up breasts tightly just like what was showed in this movie. The revolutionary spirit and asceticism were prevailing in the school.->At that time girls wrapped their grown-up breasts tightly just like what was showed in this movie. The revolutionary spirit and asceticism were prevailing in the school (SP0446).,SS00272->W0516,509,2,,,,en,2018-11-10,WH,2018-11-10->2021-01-09,WH->MG
->,A01000,P0139->AG0124,AT05,PS00631->W0398,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,SS00152->W0474,7-10,2,,,,en,2018-12-15,MG,2019-08-25->2020-04-04,WH->DP
->,A01001,P0276->AG0252,AT01,PS00462->W0242,,1972,1972,,,The author just finished reading this work and used his content to analyze emotional issues for friends.,SS00209->W0499,284,2,,,,en,2018-12-15,MG,2019-08-25->2020-04-04,WH->DP
->,A01002,P0120->AG0114,AT05,PS00612->W0400,,19xx,19xx,,,P0691 wrote down this poem to remember the unhappy feelings of his ex-wife.->AG0497 wrote down this poem to remember the unhappy feelings of his ex-wife.,SS00030->W0429,54,2,,,,en,2018-12-15,MG,2019-08-25->2021-01-09,WH->MG
->,A01003,P0011->AG0011,AT05,AW09999->W0554,,1966..1976,1966..1976,,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.,SS00155->W0477,56,2,,unknown work by: P0692 AF01->unknown work by: AG0498 AF01,,en,2018-12-17,MG,2019-06-20->2020-04-04,WH->DP
->,A01004,P0132->AG0117,AT05,AW09999->W0554,,1978~,1978~,,,She first recognized impressionism in P0167’s home.->She first recognized impressionism in AG0144’s home (SP0442.),SS00043->W0430,452,2,,unknown work by: P0692 AF01->unknown work by: AG0498 AF01,,en,2018-12-17,MG,2019-06-20->2021-01-09,WH->MG
->,A01005,P0276->AG0252,AT05,AW09999->W0554,,1972~,1972~,,,The author talked about this person during the call with P0277.->The author talked about this person during the call with AG0253.,SS00209->W0499,284,2,,unknown work by: P0693 AF01 or AF08->unknown work by: AG0499 AF01 or AF08,,en,2018-12-17,MG,2019-06-20->2021-01-09,WH->MG
->,A01006,P0180->AG0156,AT05,PS00483->W0263,,1966..1976,1966..1976,,,unknown,SS00108->W0435,327,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2018-12-17->2020-04-04,MG->DP
->,A01007,P0138->AG0123,AT05,AW09999->W0554,,1966..1976,1966..1976,,,unknown,SS00111->W0438,196,2,,unknown work by: P0694 AF05->unknown work by: AG0500 AF05,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2018-12-17->2020-04-04,MG->DP
->,A01008,P0221->AG0197,AT05,PS00480->W0260,,1970..1979,1970..1979,,,unknown,SS00170->W0490,238,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2018-12-17->2020-04-04,MG->DP
->,A01009,P0276->AG0252,AT05,PS00477->W0257,,1978~,1978~,,,unknown,SS00209->W0499,298,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2018-12-17->2020-04-04,MG->DP
->,A01010,P0133->AG0118,AT05,PS00613->W0401,,19xx,19xx,,,unknown,SS00193->W0491,542,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2018-12-17->2020-04-04,MG->DP
->,A01011,P0120->AG0114,AT05,PS09999->W0414,,1964~,1964~,,,mentioned as explanation for increasing importance of the left,SS00030->W0429,62,2,,unknown work by: P0174->unknown work by: AG0150,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2020-04-04,MG->DP
->,A01012,P0106->AG0103,AT05,PS09999->W0414,,19xx,19xx,,,unknown,SS00005->W0419,574,2,,unknown work by: P0174->unknown work by: AG0150,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2020-04-04,MG->DP
->,A01013,P0120->AG0114,AT01,PS00614->W0402,,1971..1972,1971..1972,SP0002,,read in L0002->,SS00030->W0429,110,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2021-01-09,MG
->,A01014,P0219->AG0195,AT01,PS00614->W0402,,1968~,1968~,SP0114,,mentions that actually no one really believed in or cared about 语录 in the village. They just followed the instructions from above by putting up some words from it.,SS00190->W0488,262,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2021-01-09,MG
->,A01015,P0018->AG0018,AT01,PS00614->W0402,,1968~,1968~,,,studying the Quotations was part of the daily routine after the classes were cancelled,SS00158->W0480,306,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2020-04-04,MG->DP
->,A01016,P0106->AG0103,AT05,PS09999->W0414,,19xx,19xx,,,unknown,SS00005->W0419,583,2,,unknown work by P0696->unknown work by: AG0502,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2020-04-04,MG->DP
->,A01017,P0003->AG0003,AT32->AT40,AW00207->W0625,,1970~,1970~,,,He sang this song which he once taught to P0785.->He sang this song which he once taught to AG0591.,SS00185->W0486,125,2,,,,en,2018-12-30,MG,2019-11-22->2021-01-09,MG
->,A01018,P0003->AG0003,AT05,PS00615->W0403,,19xx,19xx,,,unknown,SS00185->W0486,139,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2020-04-04,MG->DP
->,A01019,P0003->AG0003,AT05,PS00616->W0404,,19xx,19xx,,,unknown,SS00185->W0486,139,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2018-12-30->2020-04-04,MG->DP
->,A01020,P0109->AG0106,AT01,PS00617->W0405,,1966..1976,1966..1976,,,recommended by a friend (possibly penpal),SS00014->W0425,301,2,,,,en,2018-12-30,MG,2018-12-30->2020-04-04,MG->DP
->,A01022,P0017->AG0017,AT05,PS09999->W0414,,19xx,19xx,,,unknown,SS00009->W0422,220,2,,unknown work by: P0418->unknown work by: AG0380,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2018-12-31->2020-04-04,MG->DP
->,A01023,P0106->AG0103,AT05,PS09999->W0414,,19xx,19xx,,,unknown,SS00005->W0419,583,2,,unknown work by: P0419->unknown work by: AG0381,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2018-12-31->2020-04-04,MG->DP
->,A01024,P0276->AG0252,AT05,PS09999->W0414,,1972..,1972..,,,After Nixon’s visit to China P0416’s name began to become well known in some small circles of people.,SS00209->W0499,290,2,,unknown work by: P0416->unknown work by: AG0378,,en,2018-12-31,MG,2019-06-20->2020-04-04,WH->DP
->,A01025,P0035->AG0035,AT01,PS00218->W0095,,19xx,19xx,,,,SS00117->W0444,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2018-12-31->2020-04-04,MG->DP
->,A01026,P0119->AG0113,AT01,PS00218->W0095,,1971,1971,,,He was dissapointed by the reality and blamed the Pavel Korchagin way of life pursuit is the reason why he made multiple mistakes.,SS00026->W0426,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299->please check the source again to adjust act type and other relevant info see issue #299 read during rustication?,en,2018-12-31,MG,2018-12-31->2021-01-09,MG
->,A01027,P0011->AG0011,AT05,PS00218->W0095,,19xx,19xx,,,unknown,SS00155->W0477,56,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2018-12-31->2020-04-04,MG->DP
->,A01028,P0043->AG0043,AT05,AW00208->W0626,,19xx,19xx,,,unknown,SS00150->W0472,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2019-01-02->2020-04-04,MG->DP
->,A01029,P0137->AG0122,AT05,AW09999->W0554,,19xx,19xx,,,unknown,SS00163->W0485,350,2,,unknown work by: P0375 AF01->unknown work by: AG0337 AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2019-01-02->2020-04-04,MG->DP
->,A01030,P0132->AG0117,AT05,AW09999->W0554,,1978~,1978~,,,Chen found that Mr.Yan Wenliang's paintings had the features of Monet; Pissarro and Renoir.,SS00043->W0430,452,2,,unknown work by: P0375 AF01->unknown work by: AG0337 AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2019-01-02->2020-04-04,MG->DP
->,A01031,P0138->AG0123,AT05,AW09999->W0554,,19xx..1966,19xx..1966,,,unknown,SS00111->W0438,198,2,,unknown work by: P0376->unknown work by: AG0338,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2019-01-02->2020-04-04,MG->DP
->,A01032,P0137->AG0122,AT05,AW09999->W0554,,19xx,19xx,,,unknown,SS00163->W0485,353,2,,unknown work by: P0376->unknown work by: AG0338,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2019-01-02->2020-04-04,MG->DP
->,A01033,P0106->AG0103,AT05,AW09999->W0554,,1967,1967,,,unknown,SS00005->W0419,565,2,,unknown work by: P0376->unknown work by: AG0338,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2019-01-02->2020-04-04,MG->DP
->,A01034,P0133->AG0118,AT05,PS09999->W0414,,19xx,19xx,,,unknown,SS00154->W0476,537,2,,unknown work by: P0377->unknown work by: AG0339,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2019-01-02->2020-04-04,MG->DP
->,A01035,P0120->AG0114,AT05,PS09999->W0414,,196x..197x,196x..197x,,,Zhang mentions Edison as an item which appears in his uncle‘s notebook,SS00030->W0429,52,2,,unknown work by: P0521->unknown work by: AG0418,,en,2019-01-08,MG,2019-01-08->2020-04-04,MG->DP
->,A01036,P0139->AG0124,AT05,PS00181->W0070,,19xx,19xx,,,unknown,SS00152->W0474,7-10,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2019-01-08->2020-04-04,MG->DP
->,A01037,P0180->AG0156,AT05,PS00181->W0070,,19xx,19xx,,,unknown,SS00108->W0435,327,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2019-01-08->2020-04-04,MG->DP
->,A01038,P0107->AG0104,AT05,PS00181->W0070,,19xx,19xx,,,unknown,SS00247->W0510,78,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2019-01-08->2020-04-04,MG->DP
->,A01039,P0276->AG0252,AT05,PS00181->W0070,,19xx,19xx,,,unknown,SS00209->W0499,284,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2019-01-08->2020-04-04,MG->DP
->,A01040,P0120->AG0114,AT05,PS09999->W0414,,196x..197x,196x..197x,,,Zhang mentions Einstein as an item which appears in his uncle‘s notebook,SS00030->W0429,52,2,,unknown work by: P0800->unknown work by: AG0606,,en,2019-01-08,MG,2019-01-08->2020-04-04,MG->DP
->,A01041,P0120->AG0114,AT05,Q0011->W0414,,1964~,1964~,,,explains what the quotation means to him. also used as motto to the shouchaoben The Second Handshake,SS00030->W0429,61,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-01,MG,2019-02-01->2020-04-04,MG->DP
