!,,,,,,,,+++,+++,---,---,,,+++,+++,,,---,,,,
@@,act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,site_information,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00827,AG0626->P0999,AT23,W0414->PS09999,AG0192->P0216,1972~,1972~,,The author told a neighbor's workers and family daughter about the interesting stories he knows in the world. This made her deeply hooked on him.,,The author told a neighbor's workers and family daughter about the interesting stories he knows in the world. This made her deeply hooked on him.,W0481->SS00159,372,2,,unknown work by: AG0090->unknown work by: P0092,,en,2018-11-05,MG,2020-04-04->2019-08-21,DP->WH
->,A00828,AG0626->P0999,AT13,W0414->PS09999,AG0103->P0106,1968..1974,1968..1974,,One of his acquaintances Hu often wrote to him during his rustication. He had read many books. Which made him very good at citing the views of celebrities.,SP0055,One of his acquaintances Hu often wrote to him during his rustication. He had read many books. Which made him very good at citing the views of celebrities.,W0419->SS00005,583,2,,unknown work by: AG0094->unknown work by: P0096,,en,2018-11-05,MG,2021-01-02->2019-08-21,MG->WH
->,A00829,AG0117->P0132,AT05,W0414->PS09999,,1973~,1973~,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,W0430->SS00043,453,2,,unknown work by: AG0095->unknown work by: P0097,,en,2018-11-05,MG,2020-04-04->2019-08-21,DP->WH
->,A00830,AG0103->P0106,AT05,W0414->PS09999,,1972~,1972~,,"This book belonged to the ""neibu"" collection at that time.",SP0055,"This book belonged to the ""neibu"" collection at that time.",W0419->SS00005,580,2,,unknown work by: AG0096->unknown work by: P0098,,en,2018-11-05,MG,2021-01-02->2019-06-11,MG->WH
->,A00831,AG0197->P0221,AT01,W0414->PS09999,,1962~,1962~,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0096->unknown work by: P0098,,en,2018-11-05,MG,2020-04-04->2019-08-21,DP->WH
->,A00832,AG0116->P0131,AT01,W0414->PS09999,,1975~,1975~,,Li Daxing began to write new poems after he knew Shu Hua. He also read Xu Zhimo’s works.,,Li Daxing began to write new poems after he knew Shu Hua. He also read Xu Zhimo’s works.,W0475->SS00153,560,2,,unknown work by: AG0098->unknown work by: P0100,,en,2018-11-05,MG,2020-04-04->2019-08-21,DP->WH
->,A00833,AG0029->P0029,AT01,W0414->PS09999,,196x..1966,196x..1966,,Wu Hong has discovered Shakespeare on his mother’s bookshelf. He would read Shelly’s works during the period right before the CR when his parents were often absent from home. Wu states that what he had read in that time had a lasting influence on him until today.,SP0442,Wu Hong has discovered Shakespeare on his mother’s bookshelf. He would read Shelly’s works during the period right before the CR when his parents were often absent from home. Wu states that what he had read in that time had a lasting influence on him until today.,W0428->SS00029,116f,2,,unknown work by: AG0099->unknown work by: P0101,,en,2018-11-05,MG,2021-01-02->2019-08-21,MG->WH
->,A00834,AG0143->P0166,AT03,W0414->PS09999,AG0029->P0029,196x..1966,196x..1966,,from her private collection,SP0442,from her private collection,W0428->SS00029,116f,2,,unknown work by: AG0099->unknown work by: P0101,,en,2018-11-05,MG,2021-01-02->2019-08-21,MG->WH
->,A00835,AG0029->P0029,AT01,W0414->PS09999,,196x..1966,196x..1966,,Wu Hong has discovered Shakespeare on his mother’s bookshelf. He would read Shelly’s works during the period right before the CR when his parents were often absent from home. Wu states that what he had read in that time had a lasting influence on him until today.,SP0442,Wu Hong has discovered Shakespeare on his mother’s bookshelf. He would read Shelly’s works during the period right before the CR when his parents were often absent from home. Wu states that what he had read in that time had a lasting influence on him until today.,W0428->SS00029,116f,2,,unknown work by: AG0100->unknown work by: P0103,,en,2018-11-05,MG,2021-01-02->2019-08-21,MG->WH
->,A00836,AG0116->P0131,AT17,W0414->PS09999,,19xx,19xx,,The author is familiar with these books and can even recite the famous passages.,,The author is familiar with these books and can even recite the famous passages.,W0475->SS00153,555,2,,unknown work by: AG0100->unknown work by: P0103,,en,2018-11-05,MG,2020-04-04->2019-08-21,DP->WH
->,A00837,AG0117->P0132,AT05,W0554->AW09999,,1973~,1973~,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,W0430->SS00043,453,2,,unknown work by: AG0101->unknown work by: P0104,,en,2018-11-05,MG,2020-04-04->2019-08-21,DP->WH
->,A00838,AG0118->P0133,AT05,W0414->PS09999,,1970..,1970..,,He thought that Bunin’s lyricism can be seen in Paustowski’s work.,SP0157,He thought that Bunin’s lyricism can be seen in Paustowski’s work.,W0491->SS00193,544,2,,unknown work by: AG0459->unknown work by: P0653,,en,2018-11-06,MG,2021-01-02->2019-08-21,MG->WH
->,A00839,AG0103->P0106,AT05,W0414->PS09999,,1966..1976~,1966..1976~,,He (name of a zhiqing) wanted to be a painter and he brought some painting albums during his rustication.,SP0055,He (name of a zhiqing) wanted to be a painter and he brought some painting albums during his rustication.,W0419->SS00005,573,2,,unknown work about: AG0460 probably a collection of his paintings->unknown work about: P0654 probably a collection of his paintings,,en,2018-11-06,MG,2021-01-02->2019-08-21,MG->WH
->,A00840,AG0252->P0276,AT23,W0555->AW00200,,1978~,1978~,,This was the last song he heard from P0277.,,This was the last song he heard from P0277.,W0499->SS00209,297,2,,,,en,2018-11-06,MG,2020-04-04->2018-06-11,DP->WH
->,A00841,AG0116->P0131,AT02,W0414->PS09999,,1966..1976~,1966..1976~,,She copied a lot of poems in her notes.,,She copied a lot of poems in her notes.,W0425->SS00014,301,2,,unknown work by: AG0462->unknown work by: P0656,,en,2018-11-07,MG,2020-04-04->2019-08-21,DP->WH
->,A00842,AG0010->P0010,AT05,W0556->AW00201,,196x..197x~,196x..197x~,,Duo Duo wrongly states that the author of the piece is Beckett. (which should tell us something about the slight distortions that knowledge undergoes when traveling around the globe - or in a persons memory),,Duo Duo wrongly states that the author of the piece is Beckett. (which should tell us something about the slight distortions that knowledge undergoes when traveling around the globe - or in a persons memory),W0441->SS00114,195,2,,,,en,2018-11-07,MG,2020-04-04->2018-11-07,DP->MG
->,A00843,AG0118->P0133,AT05,W0556->AW00201,,1972,1978,,Bo Hua remembers reading an essay by Duo Duo 多多 titled 《1972-1978 被埋葬的中国诗人》 in which the author mentions Sartre‘s novel being read in the early 1970s.,,Bo Hua remembers reading an essay by Duo Duo 多多 titled 《1972-1978 被埋葬的中国诗人》 in which the author mentions Sartre‘s novel being read in the early 1970s.,W0491->SS00193,539,2,,,read during rustication?->,en,2018-11-07,MG,2021-01-02->2019-08-23,MG->WH
->,A00844,AG0143->P0166,AT03,W0414->PS09999,AG0029->P0029,196x..1966,196x..1966,,from her private collection,SP0442,from her private collection,W0428->SS00029,116f,2,,unknown work by: AG0132->unknown work by: P0152,,en,2018-11-09,MG,2021-01-02->2019-08-23,MG->WH
->,A00845,AG0029->P0029,AT01,W0414->PS09999,,196x..1966,196x..1966,,Wu was familiar with this author,,Wu was familiar with this author,W0428->SS00029,116f,2,,unknown work by: AG0132->unknown work by: P0152,,en,2018-11-09,MG,2020-04-04->2019-08-23,DP->WH
->,A00846,AG0035->P0035,AT26,W0554->AW09999,,19xx,19xx,,She is a person who likes drama. She still has hope for the world and humanity after many hardships .,,She is a person who likes drama. She still has hope for the world and humanity after many hardships .,W0444->SS00117,ONLINE SOURCE,2,,unknown work by: AG0463 probably AF03->unknown work by: P0657 probably AF03,,en,2018-11-09,MG,2020-04-04->2019-08-23,DP->WH
->,A00847,AG0035->P0035,AT26,W0414->PS09999,,19xx,19xx,,She is a person who likes drama. She still has hope for the world and humanity after many hardships .,,She is a person who likes drama. She still has hope for the world and humanity after many hardships .,W0444->SS00117,ONLINE SOURCE,2,,unknown work by: AG0137 probably AF03->unknown work by: P0159 probably AF03,,en,2018-11-09,MG,2020-04-04->2019-08-23,DP->WH
->,A00848,AG0118->P0133,AT05,W0414->PS09999,,198x?,198x?,,The author believes that P0164’s translated version is in line with the social situation in China at the time.,,The author believes that P0164’s translated version is in line with the social situation in China at the time.,W0491->SS00193,540,2,,unknown work by: AG0142 probably G10 a translation of Baudelaire->unknown work by: P0164 probably G10 a translation of Baudelaire,,en,2018-11-09,MG,2020-04-04->2019-08-23,DP->WH
->,A00849,AG0117->P0132,AT05,W0554->AW09999,,1975..197x,1975..197x,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,W0430->SS00043,453,2,,unknown work by: AG0464 AF05->unknown work by: P0658 AF05,,en,2018-11-09,MG,2020-04-04->2019-08-23,DP->WH
->,A00850,AG0626->P0999,AT05,W0414->PS09999,AG0103->P0106,1968..1974,1968..1974,,One of his acquaintances Hu often wrote to him during his rustication. He had read many books. Which made him very good at citing the views of celebrities.,SP0055,One of his acquaintances Hu often wrote to him during his rustication. He had read many books. Which made him very good at citing the views of celebrities.,W0419->SS00005,583,2,,unknown work by: AG0465->unknown work by: P0659,,en,2018-11-09,MG,2021-01-02->2019-08-23,MG->WH
->,A00851,AG0051->P0052,AT15,W0620->AW00202,,1964,1964,,,,,W0455->SS00133,ONLINE SOURCE,2,,,,en,2018-11-14,MG,2020-04-04->2018-11-14,DP->MG
->,A00852,AG0145->P0168,AT03,W0620->AW00202,AG0051->P0052,1964,1964,,Xiao Xia gave her an album with the picture of Mona Lisa on the front,,Xiao Xia gave her an album with the picture of Mona Lisa on the front,W0455->SS00133,ONLINE SOURCE,2,,,,en,2018-11-14,MG,2020-04-04->2018-11-14,DP->MG
->,A00853,AG0116->P0131,AT01,W0414->PS09999,,1975,1975,,Li Daxing began to write new poems after he knew Shu Hua. He also read Xu Zhimo’s works.,,Li Daxing began to write new poems after he knew Shu Hua. He also read Xu Zhimo’s works.,W0475->SS00153,560,2,,unknown work by: AG0467->unknown work by: P0661,,en,2018-11-14,MG,2020-04-04->2019-08-23,DP->WH
->,A00854,AG0118->P0133,AT01,W0275->PS00494,,1979,1979,,"The author thought Bei Dao's Poem ""雨夜"" is totally different from Dai Wangshu's ""雨巷""",,"The author thought Bei Dao's Poem ""雨夜"" is totally different from Dai Wangshu's ""雨巷""",W0476->SS00154,538,2,,,,en,2018-11-14,MG,2020-04-04->2018-11-14,DP->MG
->,A00855,AG0468->P0662,AT40->AT32,W0537->AW00085,,1976,1976,,They sang the L'Internationale at the Tian'anmen Square upon the beginning of the march.,SP0447,They sang the L'Internationale at the Tian'anmen Square upon the beginning of the march.,W0524->SS00256,211,2,,,,en,2018-11-18,MG,2021-01-05->2019-11-22,MG
->,A00856,AG0103->P0106,AT40->AT32,W0537->AW00085,,196x..197x,196x..197x,,The author and other educated youth would sing this song upon farewell.,SP0055,The author and other educated youth would sing this song upon farewell.,W0419->SS00005,576,2,,,,en,2018-11-18,MG,2021-01-05->2019-11-22,MG
->,A00857,AG0117->P0132,AT23,W0554->AW09999,,1975~,1975~,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,W0430->SS00043,453,2,,unknown work by: AG0469->unknown work by: P0663,,en,2018-11-18,MG,2020-04-04->2019-08-23,DP->WH
->,A00858,AG0252->P0276,AT23,W0621->AW00203,,1978,1978,,The song Tang Ke’s friend sang impressed the author.,,The song Tang Ke’s friend sang impressed the author.,W0499->SS00209,301,2,,,,en,2018-11-18,MG,2020-04-04->2019-06-12,DP->WH
->,A00859,AG0041->P0041,AT01,W0414->PS09999,,1966..1976,1966..1976,,recalls having secretly read works from Hugo and Pushkin during the CR,,recalls having secretly read works from Hugo and Pushkin during the CR,W0446->SS00119,ONLINE SOURCE,2,,unknown work by: AG0286->unknown work by: P0324,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04->2018-11-19,DP->MG
->,A00860,AG0018->P0018,AT01,W0414->PS09999,,19xx,19xx,,,,,W0480->SS00158,311,2,,unknown work by: AG0286->unknown work by: P0324,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04->2018-11-19,DP->MG
->,A00861,AG0106->P0109,AT01,W0416->PS00709,,1969,1969,,Reading that Shu Ting took along with her in her backpack when she was rusticated (Pushkin and an English textbook),SP0436,Reading that Shu Ting took along with her in her backpack when she was rusticated (Pushkin and an English textbook),W0425->SS00014,300,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2021-01-05->2019-06-04,MG->WH
->,A00862,AG0192->P0216,AT05,W0188->PS00358,,19xx,19xx,,unknown,,unknown,W0481->SS00159,372,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04->2018-11-19,DP->MG
->,A00863,AG0626->P0999,AT01,W0188->PS00358,,1976?,1976?,,unknown,,unknown,W0519->SS00251,98,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04->2018-11-19,DP->MG
->,A00864,AG0125->P0140,AT05,W0554->AW09999,,1978,1978,,She was amazed at the list of books circulating inside the underground poetry organization during the Cultural Revolution.,SP0070,She was amazed at the list of books circulating inside the underground poetry organization during the Cultural Revolution.,W0479->SS00157,75,2,,unknown work by: AG0471 AF05->unknown work by: P0665 AF05,,en,2018-11-19,MG,2021-01-05->2019-06-20,MG->WH
->,A00865,AG0103->P0106,AT05,W0414->PS09999,,19xx,19xx,,unknown,,unknown,W0419->SS00005,583,2,,unknown work by: AG0352->unknown work by: P0390,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04->2018-11-19,DP->MG
->,A00866,AG0117->P0132,AT05,W0554->AW09999,,1978~,1978~,,compares Pissarro‘s art to paintings by P0167,,compares Pissarro‘s art to paintings by P0167,W0430->SS00043,453,2,,unknown work by: AG0356 AF01->unknown work by: P0394 AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-20,MG,2020-04-04->2018-11-20,DP->MG
->,A00867,AG0011->P0011,AT05,W0554->AW09999,,1966..1976,1966..1976,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home (SP0442),W0477->SS00155,56,2,,unknown work by: AG0357 probably AF01->unknown work by P0395 probably AF01,,en,2018-11-20,MG,2021-01-05->2018-11-20,MG
->,A00868,AG0252->P0276,AT05,W0554->AW09999,,19xx,19xx,,unknown,,unknown,W0499->SS00209,284,2,,unknown work by: AG0357 probably AF01->unknown work by P0395 probably AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-20,MG,2020-04-04->2018-11-20,DP->MG
->,A00870,AG0123->P0138,AT03,W0554->AW09999,AG0626->P0999,1966..1976,1966..1976,,Bao Kun exchanged the music with other music lovers,,Bao Kun exchanged the music with other music lovers,W0438->SS00111,196,2,,unknown work by: AG0361 AF05->unknown work by: P0399 AF05,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-20,MG,2020-04-04->2018-11-20,DP->MG
->,A00871,AG0029->P0029,AT01,W0414->PS09999,,1964..1966,1964..1966,,,,,W0428->SS00029,119,2,,unknown work by: AG0472 G16->unknown work by: P0666 G16,,en,2018-11-21,MG,2020-04-04->2018-11-21,DP->MG
->,A00872,AG0029->P0029,AT01,W0414->PS09999,,1964..1966,1964..1966,,,,,W0428->SS00029,119,2,,unknown work by: AG0473 G16->unknown work by: P0667 G16,,en,2018-11-21,MG,2020-04-04->2018-11-21,DP->MG
->,A00873,AG0029->P0029,AT01,W0414->PS09999,,1964..1966,1964..1966,,,,,W0428->SS00029,119,2,,unknown work by: AG0474 G16->unknown work by: P0668 G16,,en,2018-11-21,MG,2020-04-04->2018-11-21,DP->MG
->,A00874,AG0103->P0106,AT05,W0554->AW09999,,1966..1976,1966..1976,,unknown,,unknown,W0419->SS00005,573,2,,unknown work by: AG0475 AF01->unknown work by: P0669 AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-21,MG,2020-04-04->2018-11-21,DP->MG
