act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A01319,AG0239,AT27,W0634,,1966,1966,NULL,,His teacher Wang Hanying encouraged him when he said he wanted to try writing critiques and lent him the journals.,W0497,ONLINE SOURCE,NULL,,,2019-02-23,WH,2020-04-04,DP
A01320,AG0239,AT43,W0635,,1966,1966,NULL,,He wrote a critique against the movie.,W0497,ONLINE SOURCE,NULL,,,2019-02-23,WH,2020-04-04,DP
A01321,AG0039,AT05,W0636,,1966..1976,1966..1976,NULL,SP0438,While he got on the train it was like the scene in the movie: grabbing the holder and one leg still hanging outside,W0457,,NULL,,,2019-02-23,WH,2021-01-12,MG
A01322,AG0117,AT01,W0406,,1968,1968,NULL,SP0006,During his labor rectification in a repairing factory (SP0439i) n the suburb of Shanghai the author read many books after work.,W0430,443,NULL,,,2019-02-23,WH,2021-01-12,MG
A01323,AG0114,AT01,W0407,,1952,1954,NULL,,He read several famous books from his uncle when he was 8.,W0429,56,NULL,,,2019-02-24,WH,2020-04-04,DP
A01324,AG0117,AT01,W0408,,1968,1968,NULL,SP0006,During his labor rectification in a repairing factory (SP0439i) n the suburb of Shanghai the author read many books after work.,W0430,443,NULL,,,2019-02-24,WH,2021-01-12,MG
A01325,AG0116,AT01,W0408,,1979,1979,NULL,,The author finally realized that the authenticity of history matters most after reading this work.,W0475,562,NULL,,,2019-02-24,WH,2020-04-04,DP
A01326,AG0103,AT05,W0637,,1968..1974,1968..1974,NULL,SP0055,Some female educated youths liked to sing the songs of this movie and they would say it was from the model operas of being asked by the local cadres.,W0419,574,NULL,,,2019-02-24,WH,2021-01-12,MG
A01327,AG0118,AT05,W0409,,1967,1967,NULL,,Chen Jianhua mentioned this gathering in 1967 and highly praised Zhu's translation.,W0476,541,NULL,,,2019-02-24,WH,2020-04-04,DP
A01328,AG0106,AT02,W0414,,1966..1976,1966..1976,NULL,,Shu Ting copied the poem into her notebook.,W0425,301,NULL,unknown work by: AG0601,,2019-02-24,WH,2020-04-04,DP
A01329,AG0114,AT05,W0414,,1963?,1963?,NULL,,List of author names of which Zhang's uncle had made notes in his notebook,W0429,52,NULL,unknown work by: AG0602,,2019-02-24,WH,2020-04-04,DP
A01330,AG0048,AT10,W0410,,1970,1970,NULL,SP0016,He used the metaphor of the conflict of ideas between dapeng and owls from this work.,W0453,ONLINE SOURCE,NULL,,,2019-02-24,WH,2021-01-12,MG
A01331,AG0029,AT05,W0410,,1966..,1966..,NULL,,This work became one of Wu Hong's favorites.,W0428,120,NULL,,,2019-02-24,WH,2020-04-04,DP
A01332,AG0029,AT05,W0411,,1966..,1966..,NULL,,This work became one of Wu Hong's favorites.,W0428,120,NULL,,,2019-02-24,WH,2020-04-04,DP
A01333,AG0038,AT05,W0412,AG0113,1971,1971,NULL,SP0009,Huang Xiaolong was secretly mocking his supervisor Wang while he was showing off his knowledge of classical Chinese literature,W0426,ONLINE SOURCE,NULL,The text recorded the author's experience in a fishing grounds in Sichuan in 1971. Desipte the fact that the high peak of violence in the CR came to an end the checking out the May 16th components just started,Added by CW transferred without rechecking requires further checks,2019-02-24,WH,2021-01-12,MG
A01334,AG0053,AT01,W0412,,1950..196x,1950..196x,NULL,,He was interested in the classics and read them a lot.,W0458,ONLINE SOURCE,NULL,,Added by CW and JH transferred without rechecking requires further checks,2019-02-24,WH,2020-04-04,DP
A01335,AG0051,AT27,W0638,AG0145,1959?,1959?,NULL,,Xiao Xia lent Liu Haiou this work before she and her family  were assigned to Xinjiang (SP0017).,W0455,ONLINE SOURCE,NULL,,,2019-02-25,WH,2021-01-12,MG
A01336,AG0033,AT01,W0415,,1957?,1963?,NULL,SP0446,He read this book in the middle school. These books of revolutionary thought have influenced his growth.,W0515,ONLINE SOURCE,NULL,,,2019-06-04,WH,2021-01-12,MG
A01337,AG0021,AT03,W0530,AG0002,1962,1963,NULL,,Guo Shiying borrowed Mou Dunbai few books from B including this one.,W0492,24,NULL,,,2019-06-10,WH,2020-04-04,DP
A01338,AG0197,AT01,W0414,,1962?,1970?,NULL,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490,249,NULL,unknown work by: AG0112 G24,very likely that for the 1960s books by this author refer to a neibu publication,2019-06-12,WH,2020-04-04,DP
A01339,AG0011,AT05,W0539,,1966..1976,1966..1976,NULL,,The author mentioned that AW00087 was a copy from AW00086.,W0477,56,NULL,,read during rustication?,2019-06-12,WH,2021-01-12,MG
A01340,AG0626,AT31,W0540,AG0003,1971?,1971?,NULL,,He taught the song to the workers in the workshop.,W0486,142,NULL,,,2019-06-12,WH,2020-04-04,DP
A01341,AG0003,AT23,W0541,,1971?,1971?,NULL,,He and some old soldiers listened to the song while drinking.,W0486,144,NULL,,,2019-06-12,WH,2020-04-04,DP
A01342,AG0117,AT05,W0554,,197x,197x,NULL,,A new round of foreign culture swept China in the end of the 1971s both from the classics and the modern ones.,W0430,453,NULL,unknown work by: AG0281 AF05,,2019-06-13,WH,2020-04-04,DP
A01343,AG0124,AT05,W0417,,196x..197x,196x..197x,NULL,,unknown,W0474,7-10,NULL,,,2019-06-13,WH,2020-04-04,DP
A01344,AG0103,AT05,W0414,,1972~,1972~,NULL,,"This book belonged to the ""neibu"" collection at that time.",W0419,580,NULL,unknown work by: AG0199 G24,,2019-03-09,MG,2020-04-04,DP
A01345,AG0003,AT01,W0349,,1970?,1970?,NULL,,The author replied that he read these works in the Selected Works of Mao Zedong during the interrogation.,W0486,139,NULL,,,2019-06-23,WH,2020-04-04,DP
A01346,AG0003,AT01,W0404,,1970?,1970?,NULL,,The author replied that he read these works in the Selected Works of Mao Zedong during the interrogation.,W0486,139,NULL,,,2019-06-23,WH,2020-04-04,DP
A01400,P1005,AT05,PS00268,,1972,1972,,NULL,,SS00263,55,F,,,2019-08-03,MG,2019-10-14,MG
A01401,P1005,AT05,PS00077,,1972,1972,,NULL,,SS00263,55,F,,,2019-08-03,MG,2019-10-14,MG
A01402,P1005,AT05,PS00800,,1972,1972,,NULL,,SS00263,55,F,,,2019-08-03,MG,2019-10-14,MG
A01403,P1005,AT05,PS00512,,1972,1972,,NULL,,SS00263,55,F,,,2019-08-03,MG,2019-10-14,MG
A01404,P1005,AT05,PS00801,,1972,1972,,NULL,,SS00263,55,F,,,2019-08-03,MG,2019-10-14,MG
A01405,P1010,AT01,PS00802,P1004,19xx..1966,19xx..1966,1,NULL,his aunt read this book to him,SS00263,56,F,,,2019-08-03,MG,2019-10-14,MG
A01406,P0999,AT46,PS00802,,19xx,19xx,,NULL,the book was confiscated and burned by Red Guards,SS00263,56,F,,,2019-08-03,MG,2019-10-14,MG
A01407,P1010,AT12,PS00802,,19xx,19xx,,NULL,the book was confiscated and burned by Red Guards,SS00263,56,F,,,2019-08-03,MG,2019-10-14,MG
A01408,P1011,AT10,PS09999,,1973~,1973~,,NULL,she composes poems in her head,SS00263,92f,F,,,2019-08-03,MG,2019-10-14,MG
A01409,P1005,AT02,PS00803,,1972..1973,1972..1973,,NULL,he copies parts of the book on his leather vest. He decides to copy the passage of Ursule‘s sleepwalking journey.,SS00263,63f,F,,,2019-08-03,MG,2019-10-14,MG
A01410,P1004,AT01,PS00803,P1006,1972..1973,1972..1973,,NULL,Luo reads the copied passage to the little seamstress,SS00263,66f,F,,,2019-08-03,MG,2019-10-14,MG
A01411,P1006,AT01,PS00803,,1972..1973,1972..1973,,NULL,She believes that the words of Balzac give her luck and intelligence,SS00263,66f,F,,,2019-08-03,MG,2019-10-14,MG
A01412,P1007,AT27,PS00803,P1005,1972..1973,1972..1973,,NULL,Le Binoclard borrows them the book,SS00263,61,F,,,2019-08-03,MG,2019-10-14,MG
A01413,P1005,AT01,PS00803,,1972..1973,1972..1973,,NULL,,SS00263,62,F,,,2019-08-03,MG,2019-10-14,MG
A01414,P1004,AT01,PS00803,,1972..1973,1972..1973,,NULL,he reads the entire book in one night,SS00263,62,F,,,2019-08-03,MG,2019-10-14,MG
A01415,P1005,AT28,AW00182,,1972~,1972~,,NULL,they were sent to watch movies in a village nearby and had to retell them to the peasants of their own village,SS00263,41,F,,,2019-08-03,MG,2019-10-14,MG
A01416,P1004,AT28,AW00182,,1972~,1972~,,NULL,they were sent to watch movies in a village nearby and had to retell them to the peasants of their own village,SS00263,41,F,,,2019-08-03,MG,2019-10-14,MG
A01417,P1004,AT47,AW00182,,1972~,1972~,,NULL,they were sent to watch movies in a village nearby and had to retell them to the peasants of their own village,SS00263,41,F,,,2019-08-03,MG,2019-10-14,MG
A01418,P1005,AT47,AW00182,,1972~,1972~,,NULL,they were sent to watch movies in a village nearby and had to retell them to the peasants of their own village,SS00263,41,F,,,2019-08-03,MG,2019-10-14,MG
A01419,P1005,AT48,PS09999,,1973,1973,,NULL,They want to steal Le Binoclard‘s hidden suitcase full of western literature,SS00263,104ff,F,among them are books by P0092; P0261; P0288; P0304; P0342;P0093;P0380;P0323; P0325; P0233; P0160; P1016; P0321.,,2019-08-03,MG,2019-10-14,MG
A01420,P1004,AT48,PS09999,,1973,1973,,NULL,They want to steal Le Binoclard‘s hidden suitcase full of western literature,SS00263,104ff,F,among them are books by P0092; P0261; P0288; P0304; P0342;P0093;P0380;P0323; P0325; P0233; P0160; P1016; P0321.,,2019-08-03,MG,2019-10-14,MG
A01421,P1004,AT01,PS00804,P1006,1973,1973,,NULL,Luo wants to make her ‚une fille belle et cultivée‘,SS00263,113;116,F,,,2019-08-03,MG,2019-10-14,MG
A01422,P1005,AT01,PS00350,,1973,1973,,NULL,his favorite book. It changed his unterstanding of individualism and life,SS00263,114f,F,,,2019-08-03,MG,2019-10-14,MG
A01423,P1005,AT01,PS09999,,1973,1973,,NULL,,SS00263,114,F,unknown work by P0325,,2019-08-03,MG,2019-10-14,MG
A01424,P1005,AT01,PS09999,,1973,1973,,NULL,,SS00263,114,F,unknown work by P0342,,2019-08-03,MG,2019-10-14,MG
A01425,P1005,AT01,PS09999,,1973,1973,,NULL,,SS00263,114,F,unknown work by P1012,,2019-08-03,MG,2019-10-14,MG
A01426,P1005,AT01,PS09999,,1973,1973,,NULL,,SS00263,,F,,,2019-08-03,MG,2019-10-14,MG
A01427,P1005,AT03,PS00804,P1004,1973,1973,,NULL,as present,SS00263,115,F,,,2019-08-03,MG,2019-10-14,MG
A01428,P1005,AT03,PS00053,P1004,1973,1973,,NULL,as present,SS00263,115,F,,,2019-08-03,MG,2019-10-14,MG
A01429,P1005,AT03,PS00803,P1004,1973,1973,,NULL,as present,SS00263,115,F,,,2019-08-03,MG,2019-10-14,MG
A01430,P1004,AT03,PS00350,P1005,1973,1973,,NULL,as birthday present,SS00263,115,F,,,2019-08-03,MG,2019-10-14,MG
A01431,P1005,AT04,PS00350,,1973,1973,,NULL,,SS00263,119,F,,,2019-08-03,MG,2019-10-14,MG
A01432,P1004,AT46,PS00809,,1973~,1973~,,NULL,he burns the books after the little seamstress left her village to live in a city,SS00263,182f,F,,,2019-08-03,MG,2019-10-14,MG
A01433,P1004,AT46,PS00810,,1973~,1973~,,NULL,he burns the books after the little seamstress left her village to live in a city,SS00263,182f,F,,,2019-08-03,MG,2019-10-14,MG
A01434,P1004,AT46,PS00811,,1973~,1973~,,NULL,he burns the books after the little seamstress left her village to live in a city,SS00263,182f,F,,,2019-08-03,MG,2019-10-14,MG
A01435,P1004,AT46,PS00053,,1973~,1973~,,NULL,he burns the books after the little seamstress left her village to live in a city,SS00263,182f,F,,,2019-08-03,MG,2019-10-14,MG
A01436,P1004,AT46,PS00806,,1973~,1973~,,NULL,he burns the books after the little seamstress left her village to live in a city,SS00263,182f,F,,,2019-08-03,MG,2019-10-14,MG
A01437,P1004,AT46,PS00804,,1973~,1973~,,NULL,he burns the books after the little seamstress left her village to live in a city,SS00263,182f,F,,,2019-08-03,MG,2019-10-14,MG
A01438,P1004,AT46,PS00803,,1973~,1973~,,NULL,he burns the books after the little seamstress left her village to live in a city,SS00263,182f,F,,,2019-08-03,MG,2019-10-14,MG
A01439,P1005,AT45,PS00811,,,,,NULL,narrator cites a verse which appears in the passage related to Emma Bovary‘s death,SS00263,183,F,,,2019-08-03,MG,2019-10-14,MG
A01440,P1006,AT16,PS00811,,1973~,1973~,,NULL,the seamstress makes a set of clothes and gets her hair cut inspired by her reading,SS00263,185,F,,,2019-08-03,MG,2019-10-14,MG
A01441,P1007,AT16,PS09999,,1973~,1973~,,NULL,Balzac made her understand one thing: ‚la beauté d‘une femme est un trésor qui n‘a pas de prix‘,SS00263,191,F,works by P0092,,2019-08-03,MG,2021-06-21,MG
A01442,P1021,AT13,PS09999,,1977,1977,,NULL,writes a bugle poem 号角诗,SS00267,5,F,Clear reference to practices of writing poems in the 1970s; particularly those with propagandistic / political impetus,page numbers refer to sections in the text,2019-11-08,MG,2019-11-25,MG
A01443,P1022,AT12,PS00194,,1977,1977,,NULL,This is among his possessions which were confiscated: a bicycle lock that was used for fighting; a deck of cards; chromed cigarette box with a build-in lighter,SS00267,5,F,,,2019-11-08,MG,2019-11-25,MG
A01444,P1023,AT43,PS00194,,1977,1977,,NULL,,SS00267,5,F,,,2019-11-08,MG,2019-11-25,MG
A01445,P1023,AT49,PS00194,,1977,1977,,NULL,Evaluates as pornographic (illustrations of foreign men and women make her draw this conclusion),SS00267,5,F,,,2019-11-08,MG,2019-11-25,MG
A01446,P1023,AT50,PS00194,,1977,1977,,NULL,Evaluates as pornographic (and wants to do a thorough criticism),SS00267,5,F,,,2019-11-08,MG,2019-11-25,MG
A01447,P1020,AT04,PS00194,,195x,195x,1,NULL,In his youth the book was recommended by the Youth League committee,SS00267,5,F,,,2019-11-08,MG,2019-11-25,MG
A01448,P1020,AT26,PS00194,,1977,1977,,NULL,he has fond memories of the book and forbids P1023 to call the book pornographic,SS00267,5,F,,,2019-11-08,MG,2019-11-25,MG
A01449,P1023,AT51,PS09999,,1977,1977,,NULL,she innocently worships everything in print,SS00267,5,F,XHM is characterized as a ‚typical‘ CR reader who loves to read but has limited access and believes everything the party writes; back then her parents advised her to read the newspaper diligently (SS00264 : p. 96),p. 96 (english version: SS00264),2019-11-08,MG,2019-11-25,MG
A01450,P1021,AT01,PS00590,,1977,1977,,NULL,she is excited by it,SS00267,5,F,Song of Youth is reprinted – which is an indication that things are getting more liberal,,2019-11-08,MG,2019-11-25,MG
A01451,P1023,AT01,PS00590,,1977,1977,,NULL,,SS00267,5,F,,,2019-11-09,MG,2019-11-25,MG
A01452,P1023,AT49,PS00590,,1977,1977,,NULL,she evaluates the book as pornographic,SS00267,5,F,,,2019-11-09,MG,2019-11-25,MG
A01453,P1021,AT12,PS00590,,1977,1977,,NULL,confiscated by P1023,SS00267,5,F,,,2019-11-09,MG,2019-11-25,MG
A01454,P1021,AT01,PS00194,,1977,1977,,NULL,,SS00267,5,F,,,2019-11-09,MG,2019-11-25,MG
A01455,P1021,AT01,PS00218,,1977,1977,,NULL,,SS00267,5,F,,,2019-11-09,MG,2019-11-25,MG
A01456,P1021,AT26,PS00194,,1977,1977,,NULL,,SS00267,5,F,SS00264 : p.98: ‘I heard my father and mother say that The Gadfly is worth reading! These last couple of days I have been reading How the Steel was Tempered. In the novel Pavel Korchagin is a proletarian hero but he especially admires ‘the gadfly’…’,,2019-11-09,MG,2019-11-25,MG
A01457,P1021,AT05,PS00218,,1977,1977,,NULL,Refers to … to legitimize the value of The Gadfly,SS00267,5,F,,,2019-11-09,MG,2019-11-25,MG
A01458,P1020,AT19,PS00194,P1023,1977,1977,,NULL,P1023 does not understand the reaction of P1020,SS00267,5,F,T Z: ‘How could you know that Song Baoqi and his fellows did not read it as a ‘pornographic book’? The phenomena of life were complicated. The encounters of this copy of The Gadfly were bizarre enough. Children like Xie Huimin who were still quite naïve would need ample time and a proper place to understand the exceedingly complicated life and the literary works that included both treasures and trash’,,2019-11-09,MG,2019-11-25,MG
A01459,P1022,AT53,PS00194,,1977,1977,,NULL,paints a moustache on illustrations of the heroine of The Gadfly,SS00267,5,F,,,2019-11-09,MG,2019-11-25,MG
A01460,P1022,AT52,PS00194,,1977,1977,,NULL,牛亡 instead of 牛虻 (niumeng) which indicates that he does not know the meaning of the title,SS00267,6,F,,,2019-11-09,MG,2019-11-25,MG
A01461,P1022,AT52,PS00330,,1977,1977,,NULL,(Peace and War),SS00267,6,F,,,2019-11-09,MG,2019-11-25,MG
A01462,P1022,AT52,PS00817,,1977,1977,,NULL,Title given by Song Baoqi: 新嫁车的词儿,SS00267,6,F,,,2019-11-09,MG,2019-11-25,MG
A01463,P1022,AT05,PS00194,,1977,1977,,NULL,he has not read much of it,SS00267,6,F,'I turned some pages. I did not understand it.’ (SS00264 : p.102),,2019-11-09,MG,2019-11-25,MG
A01464,P1022,AT48,PS00194,,1977,1977,,NULL,steals from a library in order to sell it,SS00267,6,F,in the end he and his friends did not sell it for fear of being found out,,2019-11-09,MG,2019-11-25,MG
A01465,P1022,AT48,PS00466,,1977,1977,,NULL,steals from a library in order to sell it,SS00267,6,F,,,2019-11-09,MG,2019-11-28,MG
A01466,P1022,AT48,PS00816,,1977,1977,,NULL,steals from a library in order to sell it,SS00267,6,F,,,2019-11-09,MG,2019-11-25,MG
