act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
A01030,AG0117,AT05,W0554,,1978~,1978~,,,Chen found that Mr.Yan Wenliang's paintings had the features of Monet; Pissarro and Renoir.,W0430,99,,,,en,2018-10-16,LH,2020-04-04,DP
A01031,AG0123,AT05,W0554,,19xx..1966,19xx..1966,,,unknown,W0438,571,,,,en,2018-08-04,DM,2020-12-19,MG
A01032,AG0122,AT05,W0554,,19xx,19xx,,,unknown,W0485,162f,,unknown work by: AG0090,,en,2018-04-06,MG,2020-04-04,DP
A01033,AG0103,AT05,W0554,,1967,1967,,,unknown,W0419,,F,unknown work by P1259,Translation,en,2021-07-14,MG,2022-05-09,DP
A01034,AG0118,AT05,W0414,,19xx,19xx,,,unknown,W0476,120,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04,DP
A01035,AG0114,AT05,W0414,,196x..197x,196x..197x,,,Zhang mentions Edison as an item which appears in his uncle‘s notebook,W0429,175,,,,en,2019-03-08,LH,2020-04-04,DP
A01036,AG0124,AT05,W0070,,19xx,19xx,,,unknown,W0474,445,,,,en,2018-11-09,WH,2020-04-04,DP
A01037,AG0156,AT05,W0070,,19xx,19xx,,,unknown,W0435,532,,,,en,2018-05-15,MG,2020-04-04,DP
A01038,AG0104,AT05,W0070,,19xx,19xx,,,unknown,W0510,197,,,,en,2018-11-25,WH,2020-04-04,DP
A01039,AG0252,AT05,W0070,,19xx,19xx,,,unknown,W0499,311,,unknown work by: AG0286,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04,DP
A01040,AG0114,AT05,W0414,,196x..197x,196x..197x,,,Zhang mentions Einstein as an item which appears in his uncle‘s notebook,W0429,270,,,,en,2018-02-14,OS,2020-12-11,MG
A01041,AG0114,AT05,W0414,,1964~,1964~,,,explains what the quotation means to him. also used as motto to the shouchaoben The Second Handshake,W0429,531,,,read during rustication?,en,2018-02-14,OS,2020-12-11,MG
A01042,AG0125,AT05,W0554,,1970..197x,1970..197x,,SP0070,To the author the 1970s was not only about sufferings and pains but also beautiful and romantic memories in the coutryside.,W0479,57,,unknown work by: AG0001 G28,,en,2017-07-28,LH,2020-04-04,DP
A01043,AG0003,AT05,W0378,,19xx,19xx,,,unknown,W0486,116,,unknown work by: AG0285,,en,2018-05-08,MG,2020-04-04,DP
A01044,AG0018,AT05,W0378,,19xx,19xx,,,unknown,W0480,249,,unknown work by: AG0199 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04,DP
A01045,AG0114,AT05,W0378,,19xx,19xx,,,unknown,W0429,9,,,,en,2018-02-13,OS,2020-04-04,DP
A01046,AG0003,AT01,W0378,,1963..1965~,1963..1965~,,,unknown,W0439,168f,,,,en,2019-01-08,DM,2020-04-04,DP
A01047,AG0061,AT01,W0075,,1969,1970,,SP0002,she describes the personal gain she got out of reading (self-confidence and political understanding),W0440,ONLINE SOURCE,,,,en,2018-07-10,WH,2020-04-04,DP
A01048,AG0626,AT03,W0075,AG0061,1969,1969,,SP0002,First in a chinese version then later in german,W0440,,,,,en,2018-05-03,WH,2020-04-04,DP
A01049,AG0104,AT05,W0556,,19xx,19xx,,,unknown,W0423,24,,,,en,2017-08-20,MG,2020-04-04,DP
A01050,AG0607,AT11,W0556,,19xx,19xx,,,Wang Shiqiang mentions Huang as translator,W0423,24,,,,en,2017-08-20,MG,2020-04-04,DP
A01051,AG0037,AT01,W0381,,1962,1962,,,,W0445,20,,,,en,2018-07-10,MG,2020-04-04,DP
A01052,AG0626,AT03,W0381,AG0037,1962,1962,,,his parents gave him the book,W0445,196,,,,en,2018-07-10,MG,2020-04-04,DP
A01053,AG0020,AT05,W0383,,1969,1969,,,Gao Hua mentions that  during the times when any connection with abroad was limited this book was a source of information on the current state of affairs in the Soviet Union. From reading this book Gao Hua also found about famous Lumumba's People's Friendship University in Moscow (SP0030w)hich enrolled the students from Asia Africa and Latin America.,W0420,139,F,,Translation; German edition!,en,2021-07-09,MG,2022-05-09,DP
A01054,AG0105,AT05,W0071,,19xx,19xx,,,unknown,W0424,ONLINE SOURCE,,,,en,2017-09-06,CW,2021-01-12,MG
A01055,AG0156,AT05,W0115,,19xx,19xx,,,unknown,W0435,7-10,,,,en,2018-05-22,MG,2020-04-04,DP
A01056,AG0124,AT05,W0118,,19xx,19xx,,,unknown,W0474,453,,,,en,2018-11-09,WH,2021-01-09,MG
A01057,AG0103,AT05,W0118,,19xx,19xx,,,unknown,W0419,10,F,Reference to P1202,check again later; Translation,en,2021-07-02,MG,2022-05-09,DP
A01058,AG0103,AT05,W0119,,19xx,19xx,,,unknown,W0419,10,F,Unknown work by P0324 ; reference to P1204,Translation,en,2021-07-02,MG,2022-05-09,DP
A01059,AG0124,AT05,W0119,,19xx,19xx,,,unknown,W0474,455,,,,en,2018-11-09,WH,2020-04-04,DP
A01060,AG0035,AT20,W0630,,1956,1956,,SP0450,played the leading part in Qingdao,W0445,29,,,,en,2018-07-10,MG,2020-04-04,DP
A01061,AG0117,AT05,W0554,,19xx,19xx,,,unknown,W0430,99,,,,en,2018-10-16,LH,2020-04-04,DP
A01062,AG0124,AT05,W0115,,196x,197x,,,unknown,W0474,453,,,,en,2018-11-09,WH,2021-01-09,MG
A01063,AG0506,AT09,W0055,,1974,1974,,,,W0523,38,,,,en,2018-11-25,WH,2020-04-04,DP
A01064,AG0506,AT26,W0055,,1974,1974,,,,W0523,38,,,,en,2018-11-25,WH,2020-04-04,DP
A01065,AG0506,AT02,W0105,,1974,1974,,,,W0523,38,,,,en,2018-11-25,WH,2020-04-04,DP
A01066,AG0506,AT01,W0414,AG0157,1974,1974,,,she describes that she read in particular the footnotes of the Marxist works as they gave references to works otherwise forbidden in China,W0523,38,,,,en,2018-11-25,WH,2020-04-04,DP
A01067,AG0506,AT01,W0414,AG0444,1974,1974,,,she describes that she read in particular the footnotes of the Marxist works as they gave references to works otherwise forbidden in China,W0523,38,,,,en,2018-11-25,WH,2020-04-04,DP
A01068,AG0506,AT01,W0385,,1974,1974,,,,W0523,301,,,,en,2018-11-18,MG,2020-04-04,DP
A01069,AG0614,AT01,W0387,,1970,1970,,,It was a banned book of course… Because of the malaria problem we all slept under mosquito nets and once you dropped your net you could read as you liked. And so it happend that Landaus became my most beloved (and only) after-hours reading materisl,W0529,206,,,,en,2021-02-17,MG,2022-04-05,DP
A01070,AG0116,AT01,W0389,,1975,1975,,,unknown,W0475,ONLINE SOURCE,,,,en,2018-12-22,WH,2020-04-04,DP
A01071,AG0106,AT01,W0414,,1969..1972,1969..1972,,SP0436,recommended by a friend (possibly penpal),W0425,239,,,,en,2018-03-09,MG,2020-12-14,MG
A01072,AG0106,AT26,W0414,,1969..1972,1969..1972,,SP0436,one of his favourite writers back then,W0425,452,,,,en,2018-03-23,MG,2020-04-04,DP
A01073,AG0134,AT01,W0391,,197x,197x,,,The author has lost interest before the exam but just want to read the revolutionary novel.,W0482,129,,unknown work about AG0169 G43,,en,2018-04-03,MG,2020-04-04,DP
A01074,AG0029,AT01,W0393,,1966..196x,1966..196x,,,,W0428,7-10,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2020-04-04,DP
A01075,AG0029,AT09,W0393,,1966..196x,1966..196x,,,knows the poem by heart,W0428,327,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2020-04-04,DP
A01076,AG0143,AT03,W0393,AG0029,196x,196x,,,from her private collection,W0428,,,,,en,2018-11-04,WH,2021-01-05,MG
A01077,AG0020,AT01,W0397,,1969,1969,,,,W0420,204,F,,Translation,en,2021-07-14,MG,2022-05-09,DP
A01078,AG0020,AT01,W0395,,1969,1969,,,,W0420,139,F,,Translation; German edition!,en,2021-07-09,MG,2022-05-09,DP
A01079,AG0020,AT44,W0395,,1969,1969,,,,W0420,197,F,,Translation,en,2021-07-14,MG,2022-05-09,DP
A01080,AG0020,AT44,W0397,,1969,1969,,,,W0420,28,F,,Translation,en,2021-07-19,MG,2022-05-09,DP
A01081,AG0003,AT05,W0177,,1970?,1970?,,,The author regrets that he has not had a love story with a girl such as the story from this work.,W0486,162f,,unknown work by: AG0306,,en,2018-04-06,MG,2020-04-04,DP
A01082,AG0011,AT05,W0370,,1972~,1972~,,SP0137,Due to frequent checks she did not know where the poems were that others had given her.,W0477,7-10,,,,en,2018-12-15,MG,2020-04-04,DP
A01083,AG0118,AT05,W0414,,19xx,19xx,,,unknown,W0476,120,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04,DP
A01084,AG0103,AT05,W0414,,1972~,1972~,,SP0055,"This book belonged to the ""neibu"" collection at that time.",W0419,,F,unknown work by P0084,Translation,en,2021-07-14,MG,2022-05-09,DP
A01100,AG0324,AT05,W0597,,1967..1973,1967..1973,,,The author was deprived of performing in these plays for her obvious body shape.,W0516,290,,,,en,2018-11-07,WH,2020-04-04,DP
A01101,AG0324,AT05,W0598,,1967..1973,1967..1973,,,The author was deprived of performing in these plays for her obvious body shape.,W0516,290,,,,en,2018-11-07,WH,2020-04-04,DP
A01102,AG0324,AT05,W0599,,1967..1973,1967..1973,,,The author was deprived of performing in these plays for her obvious body shape.,W0516,291,,,,en,2018-11-08,WH,2020-04-04,DP
A01103,AG0324,AT05,W0600,,1966..1976,1966..1976,,,An actor in the movie was so popular for his considerate caring towards women which added some humanitarian color to the CR.,W0516,291,,,,en,2018-11-08,WH,2020-04-04,DP
A01104,AG0324,AT01,W0324,,1966~,1966~,,SP0446,The author started to learn Poems with this book when she entered middle school.,W0516,276,,,,en,2018-11-06,WH,2021-01-09,MG
A01105,AG0118,AT01,W0324,,1970~,1970~,,SP0446,"The author started to write Poems when he was in the second year of middle school, but he had not established the sense of being a poet.",W0476,389,,,,en,2018-12-12,MG,2020-04-04,DP
A01106,AG0116,AT01,W0324,,1970,1970,,SP0442,The author started to read these books at home when he dropped off from school.,W0475,300,,,,en,2018-11-25,WH,2021-01-09,MG
A01107,AG0103,AT05,W0324,,1968..1974,1968..1974,,SP0055,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,W0419,33,F,unknown work by P0384,Translation,en,2021-07-03,MG,2022-05-09,DP
A01108,AG0324,AT05,W0558,,197x,197x,,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516,290,,,,en,2018-11-07,WH,2020-04-04,DP
A01109,AG0324,AT05,W0601,,197x,197x,,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516,291,,,,en,2018-11-08,WH,2020-04-04,DP
A01110,AG0103,AT05,W0601,,1976..,1976..,,,Aside from poem the educated youth transcribed songs as recreational activity as well.,W0419,,F,unknown work by P1260,Translation,en,2021-07-14,MG,2022-05-09,DP
A01111,AG0324,AT05,W0602,,197x,197x,,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516,291,,,,en,2018-11-08,WH,2020-04-04,DP
A01112,AG0324,AT05,W0603,,197x,197x,,SP0436,The author learned a lot about traditional Chinese Music from another educated youth.,W0516,292,,,,en,2018-11-08,WH,2020-04-04,DP
A01113,AG0324,AT05,W0604,,197x,197x,,,The author received a letter from Yan Li that she just rehearsed this dance and the choreographer was Zhang Yuejin.,W0516,496,,,,en,2018-11-10,WH,2021-01-09,MG
A01114,AG0103,AT05,W0605,,1965..,1965..,,,The author started to write Poems when he was in the second year of middle school but he had not established the sense of being a poet.,W0419,23;26,F,unknown work; G20,Translation,en,2021-07-19,MG,2022-05-09,DP
A01115,AG0103,AT05,W0325,,1979,1979,,,The magazine were just reopened and published some Valery's Poems translated by Bian Zhilin.,W0419,33,F,unknown work by P0634,Translation,en,2021-07-03,MG,2022-05-09,DP
A01116,AG0103,AT05,W0326,,1979,1979,,,The author was overwhelmed by Baudelaire and his works so he started his real literary journey thereafter.,W0419,33,F,unknown work by P0258,Translation,en,2021-07-03,MG,2022-05-09,DP
A01117,AG0103,AT01,W0327,,1979~,1979~,,,This article made him unforgettable for life because it truly showed the beauty of that era.,W0419,33,F,unknown work by P1210,Translation,en,2021-07-03,MG,2022-05-09,DP
A01118,AG0116,AT32,W0606,,1970,1970,,SP0442,He sang this song very happy in the new house when he was a child.,W0475,531,,,,en,2019-01-28,WH,2021-01-12,MG
A01119,AG0116,AT32,W0607,,1970,1970,,SP0442,He sang this song very happy in the new house when he was a child.,W0475,310,,,,en,2019-01-29,WH,2021-01-12,MG
A01120,AG0116,AT05,W0328,,1970,1970,,SP0442,The author started to read these books at home when he dropped off from school.,W0475,139,,,,en,2019-06-23,WH,2020-04-04,DP
A01121,AG0116,AT01,W0293,,1972,1974,,SP0442,The author read this collection for 2 years at home.,W0475,32,,,,en,2018-11-25,WH,2021-01-09,MG
A01122,AG0116,AT01,W0329,,1972~,1972~,,SP0442,He left the book at home for a long time and he really loved it.,W0475,443,,,,en,2018-12-15,WH,2021-01-12,MG
A01123,AG0116,AT05,W0330,,1975..1979,1975..1979,,,It was the age of thought thawing and many literary works have appeared but he forgot where he bought this magazine.,W0475,525,,,,en,2018-12-15,WH,2021-01-12,MG
A01124,AG0103,AT05,W0065,,1967,1967,,,The author was often mocked by older students for his teenager taste on reading.,W0419,183,F,unknown work by P0385,Translation,en,2021-06-22,MG,2022-05-09,DP
A01125,AG0103,AT05,W0331,,1967?,1967?,,,"Many students were chasing about this book ""Khrushchevism""  and when it turned to the author he lost it accidentally. The author wanted to give him this work as a compensation.",W0419,33,F,unknown work by P0084,Translation,en,2021-07-03,MG,2022-05-09,DP
A01126,AG0103,AT33,W0332,,1968..1974,1968..1974,,SP0055,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,W0419,33,F,unknown work by P1212,Translation,en,2021-07-03,MG,2022-05-09,DP
A01127,AG0103,AT10,W0333,,1968~,1968~,,SP0055,"The author and some other educated youths established a night school for the peasants in the village, mainly for the aim of teaching of literacy. But this kind of doggerel  (打油诗) was for the liveliness of their textbook.",W0419,33,F,unknown work by P1213,Translation,en,2021-07-03,MG,2022-05-09,DP
A01128,AG0103,AT05,W0284,,1972,1972,,SP0055,The author introduced the categories of those internal published books. The year 1972 was overwhelming to those book lovers and for they sensed there seemed to be a chance of opening  up.,W0419,33,F,unknown work by P1211,Translation,en,2021-07-03,MG,2022-05-09,DP
A01129,AG0114,AT05,W0304,,1975..1979,1975..1979,,SP0002,It was reading matter sent to him when he was in prison after publication started again.,W0517,509,,,,en,2018-11-11,WH,2020-04-04,DP
A01130,AG0123,AT05,W0334,,[1960..1965],[1960..1965],,,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,W0438,301,,,unknown place of rustication,en,2018-05-31,DM,2020-12-19,MG
A01131,AG0123,AT05,W0335,,[1960..1965],[1960..1965],,,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,W0438,560,,,,en,2018-05-31,DM,2020-04-04,DP
A01132,AG0123,AT05,W0336,,1971,1971,,,This magazine introduced many Chinese painters before the CR and they were also the models of the young people during the CR.,W0438,572,,,,en,2018-05-31,DM,2020-12-19,MG
A01133,AG0123,AT05,W0608,,[1966..1976],[1966..1976],,,The author remembered that there was an educated youth went back home from the Northern Wilderness for the Spring Festival and he played this song with his guitar which was extremely touching.,W0438,532,,,,en,2018-08-04,DM,2020-12-19,MG
A01134,AG0123,AT05,W0337,,1973..1975,1973..1975,,,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",W0438,453,,,,en,2018-06-01,DM,2020-12-19,MG
A01135,AG0123,AT05,W0338,,1973..1975,1973..1975,,,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",W0438,453,,,,en,2018-06-01,DM,2020-12-19,MG
